method,dataset,dim,peak_memory_mb,vec_size,ef_search,qps,n_cmp,recall@1,recall@10,recall@100,recall@1000
RabitQ,msong,420,4334,262,40,7506.48,1350,0.997,0.964902,0.884659,0.439823
RabitQ,msong,420,4338,262,50,6429.91,1640,0.997,0.969102,0.914219,0.497673
RabitQ,msong,420,4338,262,60,5712.41,1927,0.997,0.971502,0.933358,0.545979
RabitQ,msong,420,4338,262,70,5113.92,2216,0.997,0.972902,0.945868,0.588997
RabitQ,msong,420,4338,262,80,4286.44,2509,0.997,0.973602,0.954707,0.626686
RabitQ,msong,420,4338,262,90,4750.75,2800,0.997,0.974102,0.960296,0.659067
RabitQ,msong,420,4338,262,100,4949.11,3090,0.997,0.974602,0.964545,0.688081
RabitQ,msong,420,4338,262,110,4457.29,3379,0.997,0.975002,0.967775,0.714261
RabitQ,msong,420,4338,262,120,4014.66,3670,0.997,0.975402,0.970336,0.737258
RabitQ,msong,420,4339,262,130,3510.98,3959,0.997,0.975802,0.972125,0.757621
RabitQ,msong,420,4339,262,140,3370.47,4248,0.997,0.975902,0.973945,0.776014
RabitQ,msong,420,4339,262,150,3005.85,4537,0.997,0.976202,0.975285,0.79236
RabitQ,msong,420,4339,262,160,2748.19,4824,0.997,0.976302,0.976385,0.807148
RabitQ,msong,420,4339,262,170,2328.59,5112,0.997,0.976402,0.977074,0.820755
RabitQ,msong,420,4339,262,180,2269.47,5398,0.997,0.976502,0.977925,0.833343
RabitQ,msong,420,4339,262,190,2581.72,5688,0.997,0.976602,0.978474,0.844743
RabitQ,msong,420,4339,262,200,2687.59,5976,0.997,0.976602,0.978854,0.855051
RabitQ,msong,420,4431,367,10,11860.7,500,0.973,0.903102,0.59003,0.188129
RabitQ,msong,420,4437,367,20,9155.29,777,0.993,0.950002,0.74902,0.289347
RabitQ,msong,420,4440,367,30,7461.7,1060,0.996,0.968902,0.83544,0.371398
RabitQ,msong,420,4442,367,40,6026.35,1349,0.996,0.977401,0.885589,0.439752
RabitQ,msong,420,4442,367,50,6618.22,1639,0.997,0.982601,0.916188,0.497559
RabitQ,msong,420,4443,367,60,5047.78,1928,0.997,0.986101,0.936788,0.546272
RabitQ,msong,420,4443,367,70,4153.42,2218,0.997,0.987701,0.950318,0.589387
RabitQ,msong,420,4443,367,80,3535.37,2508,0.997,0.988601,0.960037,0.626627
RabitQ,msong,420,4443,367,90,3312.85,2801,0.997,0.989201,0.966577,0.659284
RabitQ,msong,420,4443,367,100,3602.17,3090,0.997,0.990201,0.971636,0.688067
RabitQ,msong,420,4443,367,110,3521.63,3379,0.997,0.990401,0.975176,0.713952
RabitQ,msong,420,4443,367,120,3265.83,3670,0.997,0.990801,0.978356,0.73711
RabitQ,msong,420,4444,367,130,2925.92,3959,0.997,0.991101,0.980596,0.757649
RabitQ,msong,420,4444,367,140,2922.86,4248,0.997,0.991201,0.982606,0.776017
RabitQ,msong,420,4444,367,150,2793.64,4536,0.997,0.991401,0.984166,0.792361
RabitQ,msong,420,4444,367,160,2795.42,4823,0.997,0.991601,0.985436,0.807226
RabitQ,msong,420,4444,367,170,2669.23,5112,0.997,0.991701,0.986466,0.820707
RabitQ,msong,420,4444,367,180,2553.39,5397,0.997,0.991901,0.987407,0.833363
RabitQ,msong,420,4444,367,190,2339.74,5688,0.997,0.991901,0.988097,0.84471
RabitQ,msong,420,4444,367,200,2332.7,5976,0.997,0.991901,0.988697,0.855149
RabitQ,msong,420,4490,420,10,6603.08,500,0.973,0.905502,0.59089,0.188279
RabitQ,msong,420,4495,420,20,11034.3,777,0.993,0.952401,0.74912,0.289355
RabitQ,msong,420,4498,420,30,9167.1,1060,0.996,0.972001,0.83532,0.371283
RabitQ,msong,420,4503,420,40,7124.59,1349,0.997,0.980901,0.885549,0.439791
RabitQ,msong,420,4504,420,50,6331.53,1639,0.997,0.986001,0.916428,0.497469
RabitQ,msong,420,4506,420,60,4255.22,1927,0.997,0.9891,0.936948,0.546139
RabitQ,msong,420,4506,420,70,4674.57,2217,0.997,0.9909,0.950648,0.589125
RabitQ,msong,420,4506,420,80,4252.99,2508,0.997,0.9919,0.960887,0.626605
RabitQ,msong,420,4506,420,90,3919.94,2800,0.997,0.9924,0.967307,0.659121
RabitQ,msong,420,4506,420,100,3422.64,3090,0.997,0.9932,0.972517,0.68814
RabitQ,msong,420,4506,420,110,3130.72,3379,0.997,0.9936,0.976117,0.713944
RabitQ,msong,420,4507,420,120,3156.43,3670,0.997,0.9941,0.979437,0.73714
RabitQ,msong,420,4507,420,130,2986.47,3958,0.997,0.9944,0.981837,0.757624
RabitQ,msong,420,4507,420,140,2603.81,4248,0.997,0.9945,0.983927,0.775983
RabitQ,msong,420,4507,420,150,2526.47,4536,0.997,0.9947,0.985447,0.792349
RabitQ,msong,420,4507,420,160,2670.6,4824,0.997,0.9949,0.986827,0.807212
RabitQ,msong,420,4507,420,170,2509.38,5112,0.997,0.9951,0.987967,0.820725
RabitQ,msong,420,4507,420,180,2492.98,5398,0.997,0.9951,0.988887,0.833275
RabitQ,msong,420,4507,420,190,2359.98,5688,0.997,0.9952,0.989667,0.844665
RabitQ,msong,420,4507,420,200,2283.46,5977,0.997,0.9952,0.990317,0.855158
RabitQ,msong,420,4553,472,10,9619.44,500,0.973,0.906002,0.59068,0.188196
RabitQ,msong,420,4558,472,20,9260.01,777,0.993,0.953201,0.74891,0.289276
RabitQ,msong,420,4562,472,30,9135.25,1060,0.996,0.972501,0.83523,0.371239
RabitQ,msong,420,4566,472,40,6133.83,1349,0.997,0.981801,0.885479,0.439744
RabitQ,msong,420,4567,472,50,6265.03,1639,0.997,0.9871,0.916398,0.497535
RabitQ,msong,420,4567,472,60,5654.02,1927,0.997,0.9902,0.936878,0.546124
RabitQ,msong,420,4569,472,70,5067.11,2217,0.997,0.9919,0.950708,0.589153
RabitQ,msong,420,4569,472,80,4631.26,2508,0.997,0.993,0.960947,0.626587
RabitQ,msong,420,4569,472,90,4059.57,2800,0.997,0.9935,0.967517,0.65909
RabitQ,msong,420,4569,472,100,3920.2,3090,0.997,0.9944,0.972827,0.688123
RabitQ,msong,420,4569,472,110,3802.56,3379,0.997,0.9947,0.976547,0.71396
RabitQ,msong,420,4569,472,120,3576.65,3670,0.997,0.9952,0.979937,0.737141
RabitQ,msong,420,4569,472,130,3394.32,3959,0.997,0.9954,0.982368,0.757599
RabitQ,msong,420,4569,472,140,3053.32,4248,0.997,0.9956,0.984447,0.775993
RabitQ,msong,420,4569,472,150,3067.46,4535,0.997,0.9958,0.986017,0.79227
RabitQ,msong,420,4570,472,160,3081.62,4824,0.997,0.996,0.987427,0.807236
RabitQ,msong,420,4570,472,170,3386.17,5112,0.997,0.9962,0.988577,0.82068
RabitQ,msong,420,4570,472,180,2686.8,5398,0.997,0.9963,0.989608,0.833356
RabitQ,msong,420,4570,472,190,2532.53,5687,0.997,0.9963,0.990468,0.844658
RabitQ,msong,420,4570,472,200,2464.9,5976,0.997,0.9963,0.991088,0.855141
RabitQ,word2vec,300,3738,112,10,16682.5,498,0.251,0.2728,0.19498,0.0732061
RabitQ,word2vec,300,3741,112,20,12767.8,728,0.341,0.38,0.29092,0.114119
RabitQ,word2vec,300,3743,112,30,10054.2,935,0.402,0.4415,0.35851,0.148444
RabitQ,word2vec,300,3744,112,40,8181.3,1112,0.425,0.4763,0.40075,0.174012
RabitQ,word2vec,300,3745,112,50,7673.73,1288,0.449,0.507,0.43665,0.19809
RabitQ,word2vec,300,3745,112,60,6883.3,1459,0.462,0.5284,0.46407,0.219375
RabitQ,word2vec,300,3745,112,70,6170.83,1625,0.475,0.547599,0.48873,0.239121
RabitQ,word2vec,300,3746,112,80,5367.3,1799,0.487,0.562899,0.51029,0.259129
RabitQ,word2vec,300,3746,112,90,5020.74,1955,0.492,0.5731,0.52673,0.275116
RabitQ,word2vec,300,3746,112,100,4648.99,2116,0.5,0.5854,0.5416,0.290926
RabitQ,word2vec,300,3746,112,110,4242.19,2280,0.507,0.595599,0.55543,0.30634
RabitQ,word2vec,300,3746,112,120,4084.39,2431,0.518,0.603799,0.56667,0.319595
RabitQ,word2vec,300,3746,112,130,3842.09,2585,0.518,0.611299,0.57781,0.332972
RabitQ,word2vec,300,3746,112,140,3605.74,2742,0.525,0.618499,0.58743,0.345819
RabitQ,word2vec,300,3747,112,150,3428.88,2898,0.524,0.625099,0.59647,0.357736
RabitQ,word2vec,300,3747,112,160,3255.14,3053,0.528,0.631699,0.60497,0.369377
RabitQ,word2vec,300,3747,112,170,2921.55,3208,0.529,0.637399,0.61281,0.380636
RabitQ,word2vec,300,3747,112,180,3307.11,3364,0.524,0.642699,0.62036,0.391776
RabitQ,word2vec,300,3747,112,190,2674.83,3514,0.532,0.647899,0.62714,0.40167
RabitQ,word2vec,300,3747,112,200,2569.22,3663,0.535,0.651199,0.63295,0.411174
RabitQ,word2vec,300,3820,150,10,17328.3,502,0.28,0.2846,0.20172,0.074953
RabitQ,word2vec,300,3822,150,20,9269.61,724,0.359,0.3866,0.29406,0.115397
RabitQ,word2vec,300,3823,150,30,10320.8,925,0.409,0.4488,0.35815,0.14836
RabitQ,word2vec,300,3823,150,40,8825.83,1105,0.452,0.4916,0.40289,0.17468
RabitQ,word2vec,300,3824,150,50,6711.57,1284,0.482,0.521099,0.43963,0.198814
RabitQ,word2vec,300,3824,150,60,4990.07,1457,0.494,0.5435,0.4692,0.220509
RabitQ,word2vec,300,3824,150,70,5806.79,1627,0.504,0.5615,0.49295,0.240235
RabitQ,word2vec,300,3825,150,80,4971.32,1790,0.51,0.5759,0.51191,0.25798
RabitQ,word2vec,300,3825,150,90,5873.37,1952,0.524,0.5902,0.52828,0.274445
RabitQ,word2vec,300,3825,150,100,4889.57,2116,0.531,0.601,0.54318,0.290457
RabitQ,word2vec,300,3825,150,110,4497.96,2274,0.539,0.6121,0.55764,0.305573
RabitQ,word2vec,300,3825,150,120,3739.51,2436,0.55,0.6237,0.57073,0.319758
RabitQ,word2vec,300,3825,150,130,3897.95,2590,0.552,0.6312,0.58183,0.332774
RabitQ,word2vec,300,3825,150,140,3687.28,2754,0.555,0.64,0.59335,0.346205
RabitQ,word2vec,300,3825,150,150,3287.06,2912,0.557,0.6483,0.60331,0.358421
RabitQ,word2vec,300,3825,150,160,3164.31,3068,0.56,0.6557,0.61321,0.370498
RabitQ,word2vec,300,3825,150,170,2969.38,3224,0.562,0.6615,0.6218,0.381815
RabitQ,word2vec,300,3825,150,180,3054.93,3377,0.572,0.6673,0.62901,0.391908
RabitQ,word2vec,300,3825,150,190,3025.06,3529,0.573,0.671,0.63586,0.401953
RabitQ,word2vec,300,3825,150,200,3074.8,3676,0.578,0.6773,0.643661,0.41191
RabitQ,word2vec,300,3909,187,10,16648.9,501,0.281,0.2811,0.19622,0.073994
RabitQ,word2vec,300,3910,187,20,13139.5,728,0.361,0.3876,0.29221,0.115008
RabitQ,word2vec,300,3911,187,30,10512.1,927,0.426,0.4493,0.35468,0.147101
RabitQ,word2vec,300,3911,187,40,8835,1113,0.461,0.4905,0.39958,0.174199
RabitQ,word2vec,300,3912,187,50,7121.21,1288,0.489,0.5252,0.43773,0.198156
RabitQ,word2vec,300,3912,187,60,6945.35,1464,0.507,0.5486,0.46778,0.220033
RabitQ,word2vec,300,3912,187,70,5610.71,1633,0.518,0.5674,0.49143,0.239872
RabitQ,word2vec,300,3912,187,80,5642.1,1801,0.527,0.5809,0.51188,0.258209
RabitQ,word2vec,300,3912,187,90,5286.38,1966,0.538,0.5948,0.52984,0.275565
RabitQ,word2vec,300,3912,187,100,4729.33,2126,0.547,0.6081,0.54569,0.29154
RabitQ,word2vec,300,3912,187,110,4426.31,2283,0.554,0.6192,0.558309,0.305974
RabitQ,word2vec,300,3912,187,120,3797.77,2442,0.561,0.6303,0.57147,0.320123
RabitQ,word2vec,300,3912,187,130,3632.02,2601,0.57,0.6424,0.58414,0.333939
RabitQ,word2vec,300,3913,187,140,3338.49,2759,0.574,0.6506,0.59485,0.34651
RabitQ,word2vec,300,3913,187,150,3113.15,2915,0.577,0.6593,0.60571,0.358954
RabitQ,word2vec,300,3913,187,160,3314.86,3078,0.584,0.6674,0.61643,0.371416
RabitQ,word2vec,300,3913,187,170,2554.2,3230,0.591,0.6722,0.62502,0.382372
RabitQ,word2vec,300,3913,187,180,3085.38,3382,0.596,0.6775,0.63232,0.392558
RabitQ,word2vec,300,3913,187,190,2978.83,3534,0.602,0.6841,0.63973,0.402408
RabitQ,word2vec,300,3913,187,200,2786.45,3683,0.603,0.6892,0.64679,0.412298
RabitQ,word2vec,300,3917,262,10,12583.4,499,0.283,0.2796,0.19636,0.073764
RabitQ,word2vec,300,3921,262,20,12347.2,727,0.383,0.3919,0.29538,0.115893
RabitQ,word2vec,300,3923,262,30,10465.2,924,0.437,0.451,0.35802,0.147777
RabitQ,word2vec,300,3924,262,40,8694.42,1109,0.477,0.4931,0.40129,0.174558
RabitQ,word2vec,300,3925,262,50,7006.64,1284,0.505,0.5281,0.43877,0.198231
RabitQ,word2vec,300,3925,262,60,6958.44,1461,0.528,0.553,0.46861,0.220258
RabitQ,word2vec,300,3925,262,70,6291.74,1632,0.539,0.5716,0.49289,0.240213
RabitQ,word2vec,300,3925,262,80,5670.38,1796,0.549,0.5863,0.51216,0.257952
RabitQ,word2vec,300,3926,262,90,4802.16,1960,0.556,0.6017,0.53104,0.275432
RabitQ,word2vec,300,3926,262,100,4369.55,2118,0.563,0.6133,0.54599,0.290506
RabitQ,word2vec,300,3926,262,110,4199.42,2276,0.573,0.6247,0.55925,0.305417
RabitQ,word2vec,300,3926,262,120,3735.28,2434,0.585,0.6353,0.57161,0.319378
RabitQ,word2vec,300,3926,262,130,3711.91,2594,0.591,0.6465,0.58398,0.332945
RabitQ,word2vec,300,3926,262,140,3490.08,2752,0.595,0.6564,0.59511,0.346249
RabitQ,word2vec,300,3926,262,150,2909.52,2914,0.605,0.664,0.60596,0.358666
RabitQ,word2vec,300,3926,262,160,3153.85,3071,0.608,0.6741,0.61779,0.371189
RabitQ,word2vec,300,3926,262,170,2855.92,3225,0.613,0.6797,0.62536,0.381767
RabitQ,word2vec,300,3926,262,180,2665.84,3375,0.615,0.6838,0.63214,0.391754
RabitQ,word2vec,300,3926,262,190,2816.73,3527,0.623,0.6895,0.638881,0.401597
RabitQ,word2vec,300,3926,262,200,2726.09,3676,0.628,0.6951,0.64596,0.411148
RabitQ,word2vec,300,4007,300,10,12180.9,499,0.286,0.2814,0.19635,0.073751
RabitQ,word2vec,300,4009,300,20,10494.8,724,0.381,0.3896,0.29371,0.115378
RabitQ,word2vec,300,4010,300,30,7656.87,926,0.438,0.4529,0.35843,0.148003
RabitQ,word2vec,300,4012,300,40,7280.38,1106,0.472,0.4934,0.40124,0.174426
RabitQ,word2vec,300,4012,300,50,5346.11,1284,0.504,0.5307,0.43975,0.198553
RabitQ,word2vec,300,4013,300,60,5131.34,1460,0.531,0.5555,0.46975,0.220462
RabitQ,word2vec,300,4013,300,70,5134.16,1630,0.54,0.573,0.49282,0.240154
RabitQ,word2vec,300,4013,300,80,5201.25,1796,0.548,0.5879,0.51225,0.258076
RabitQ,word2vec,300,4013,300,90,4208.95,1960,0.558,0.6038,0.53181,0.27561
RabitQ,word2vec,300,4013,300,100,4560.92,2115,0.567,0.6153,0.54559,0.290512
RabitQ,word2vec,300,4013,300,110,4420.85,2277,0.578,0.6288,0.56042,0.305876
RabitQ,word2vec,300,4013,300,120,3809.66,2435,0.587,0.6389,0.57255,0.319947
RabitQ,word2vec,300,4013,300,130,3334.15,2591,0.592,0.6495,0.58471,0.333189
RabitQ,word2vec,300,4013,300,140,3159.71,2750,0.597,0.6588,0.596,0.346606
RabitQ,word2vec,300,4013,300,150,3205.47,2910,0.605,0.6661,0.60558,0.3586
RabitQ,word2vec,300,4013,300,160,2848.81,3067,0.61,0.6747,0.6164,0.37096
RabitQ,word2vec,300,4013,300,170,2905.01,3224,0.615,0.6805,0.62489,0.381852
RabitQ,word2vec,300,4013,300,180,2885.07,3376,0.617,0.6866,0.63274,0.39195
RabitQ,word2vec,300,4013,300,190,2656.92,3526,0.622,0.691,0.63924,0.401767
RabitQ,word2vec,300,4013,300,200,2411.82,3678,0.632,0.6977,0.64623,0.411611
RabitQ,word2vec,300,4053,337,10,12837.9,498,0.289,0.2819,0.19715,0.073943
RabitQ,word2vec,300,4054,337,20,13750,724,0.383,0.3901,0.29424,0.11549
RabitQ,word2vec,300,4055,337,30,10989.4,924,0.439,0.4528,0.35852,0.148021
RabitQ,word2vec,300,4056,337,40,9012.31,1105,0.474,0.4936,0.40117,0.174433
RabitQ,word2vec,300,4056,337,50,7588.41,1283,0.504,0.5299,0.43971,0.198622
RabitQ,word2vec,300,4057,337,60,6960.8,1460,0.531,0.5553,0.46941,0.220396
RabitQ,word2vec,300,4057,337,70,6647.1,1625,0.54,0.5724,0.49219,0.239536
RabitQ,word2vec,300,4057,337,80,5069.16,1793,0.549,0.5883,0.51199,0.257887
RabitQ,word2vec,300,4057,337,90,4542.23,1957,0.56,0.6035,0.53099,0.2753
RabitQ,word2vec,300,4057,337,100,4030.93,2115,0.57,0.6158,0.545601,0.290443
RabitQ,word2vec,300,4057,337,110,3967.38,2275,0.58,0.6289,0.56065,0.305792
RabitQ,word2vec,300,4057,337,120,4115.17,2433,0.588,0.6382,0.57211,0.319543
RabitQ,word2vec,300,4057,337,130,3686.79,2590,0.593,0.6493,0.58397,0.332935
RabitQ,word2vec,300,4058,337,140,3360.3,2751,0.599,0.66,0.59643,0.346726
RabitQ,word2vec,300,4058,337,150,3276.1,2910,0.604,0.6663,0.6058,0.358554
RabitQ,word2vec,300,4058,337,160,3153.68,3067,0.612,0.6743,0.61661,0.370987
RabitQ,word2vec,300,4058,337,170,3055.14,3222,0.618,0.681,0.62516,0.381773
RabitQ,word2vec,300,4058,337,180,3136.3,3374,0.618,0.6865,0.63239,0.391864
RabitQ,word2vec,300,4058,337,190,2876.14,3526,0.626,0.6917,0.63914,0.401713
RabitQ,word2vec,300,4058,337,200,2500.46,3676,0.635,0.698699,0.64623,0.411569
RabitQ,msong,420,4190,157,10,14090.3,498,0.97,0.861202,0.58932,0.187519
RabitQ,msong,420,4197,157,20,10929.7,778,0.992,0.898803,0.74867,0.289791
RabitQ,msong,420,4200,157,30,10578.3,1062,0.996,0.911003,0.82962,0.371148
RabitQ,msong,420,4200,157,40,7601.18,1349,0.997,0.916703,0.87251,0.439489
RabitQ,msong,420,4201,157,50,6920.45,1637,0.997,0.919403,0.89644,0.497013
RabitQ,msong,420,4201,157,60,6043.24,1926,0.997,0.921903,0.91102,0.54551
RabitQ,msong,420,4201,157,70,5438.69,2217,0.997,0.922703,0.92049,0.588615
RabitQ,msong,420,4201,157,80,4940.71,2506,0.997,0.922803,0.92714,0.625788
RabitQ,msong,420,4201,157,90,4496.48,2797,0.997,0.923003,0.93123,0.658545
RabitQ,msong,420,4202,157,100,4076.19,3087,0.997,0.923503,0.934581,0.687663
RabitQ,msong,420,4204,157,110,3051.77,3378,0.997,0.923903,0.93683,0.713548
RabitQ,msong,420,4204,157,120,3229.01,3667,0.997,0.924003,0.93882,0.73661
RabitQ,msong,420,4204,157,130,3247.92,3956,0.997,0.924203,0.940071,0.756673
RabitQ,msong,420,4205,157,140,3129.74,4245,0.997,0.924203,0.94132,0.775188
RabitQ,msong,420,4205,157,150,2933.34,4532,0.997,0.924203,0.94224,0.791425
RabitQ,msong,420,4205,157,160,2787.67,4818,0.997,0.924303,0.94294,0.805883
RabitQ,msong,420,4205,157,170,2673.75,5108,0.997,0.924403,0.94351,0.819701
RabitQ,msong,420,4205,157,180,2535.79,5396,0.997,0.924503,0.94398,0.831761
RabitQ,msong,420,4205,157,190,1966.05,5685,0.997,0.924403,0.94449,0.842722
RabitQ,msong,420,4205,157,200,2031.24,5973,0.997,0.924503,0.94479,0.85261
RabitQ,msong,420,4259,210,10,13459,498,0.971,0.881402,0.59019,0.187494
RabitQ,msong,420,4264,210,20,11511.1,780,0.993,0.924103,0.75094,0.290195
RabitQ,msong,420,4267,210,30,7812.76,1061,0.996,0.939403,0.83442,0.371568
RabitQ,msong,420,4268,210,40,7973.8,1349,0.996,0.945703,0.88147,0.439705
RabitQ,msong,420,4273,210,50,5942.03,1639,0.997,0.949003,0.909859,0.49763
RabitQ,msong,420,4273,210,60,6001.63,1926,0.997,0.952203,0.927179,0.545989
RabitQ,msong,420,4273,210,70,5360.88,2217,0.997,0.953003,0.938309,0.589091
RabitQ,msong,420,4273,210,80,4892.69,2509,0.997,0.953903,0.946189,0.626698
RabitQ,msong,420,4274,210,90,4292.98,2800,0.997,0.954703,0.951178,0.659216
RabitQ,msong,420,4274,210,100,4230.68,3088,0.997,0.955303,0.954318,0.687963
RabitQ,msong,420,4274,210,110,3709.63,3379,0.997,0.955303,0.957338,0.713853
RabitQ,msong,420,4274,210,120,3946.81,3668,0.997,0.955903,0.959428,0.736785
RabitQ,msong,420,4274,210,130,3510.36,3958,0.997,0.956003,0.961038,0.757581
RabitQ,msong,420,4274,210,140,3322.38,4247,0.997,0.956303,0.962497,0.775772
RabitQ,msong,420,4274,210,150,3176.15,4534,0.997,0.956303,0.963587,0.792247
RabitQ,msong,420,4274,210,160,2969.82,4821,0.997,0.956403,0.964447,0.807093
RabitQ,msong,420,4274,210,170,2795.26,5108,0.997,0.956603,0.965067,0.820565
RabitQ,msong,420,4274,210,180,2676.71,5396,0.997,0.956603,0.965737,0.832978
RabitQ,msong,420,4275,210,190,2328.39,5687,0.997,0.956603,0.966227,0.844433
RabitQ,msong,420,4276,210,200,2358.71,5977,0.997,0.956603,0.966757,0.854878
RabitQ,msong,420,4330,262,10,13002.9,500,0.973,0.895502,0.59052,0.188068
RabitQ,msong,420,4336,262,20,8608.9,777,0.992,0.939102,0.74897,0.289322
RabitQ,msong,420,4341,262,30,8881.73,1062,0.996,0.957002,0.83625,0.372237
RabitQ,msong,420,4342,262,40,7908.71,1350,0.997,0.964902,0.884659,0.439823
RabitQ,msong,420,4342,262,50,6921.08,1640,0.997,0.969102,0.914219,0.497673
RabitQ,msong,420,4345,262,60,4670.5,1927,0.997,0.971502,0.933358,0.545979
RabitQ,msong,420,4345,262,70,3857.78,2216,0.997,0.972902,0.945868,0.588997
RabitQ,msong,420,4346,262,80,4309.42,2509,0.997,0.973602,0.954707,0.626686
RabitQ,msong,420,4346,262,90,4119.17,2800,0.997,0.974102,0.960296,0.659067
RabitQ,msong,420,4346,262,100,4026.14,3090,0.997,0.974602,0.964545,0.688081
RabitQ,msong,420,4346,262,110,3775.39,3379,0.997,0.975002,0.967775,0.714261
RabitQ,msong,420,4346,262,120,3728.05,3670,0.997,0.975402,0.970336,0.737258
RabitQ,msong,420,4346,262,130,3319.93,3959,0.997,0.975802,0.972125,0.757621
RabitQ,msong,420,4346,262,140,3179.59,4248,0.997,0.975902,0.973945,0.776014
RabitQ,msong,420,4346,262,150,2909.36,4537,0.997,0.976202,0.975285,0.79236
RabitQ,msong,420,4346,262,160,2562.07,4824,0.997,0.976302,0.976385,0.807148
RabitQ,msong,420,4346,262,170,2565.5,5112,0.997,0.976402,0.977074,0.820755
RabitQ,msong,420,4346,262,180,2999.31,5398,0.997,0.976502,0.977925,0.833343
RabitQ,msong,420,4346,262,190,2593,5688,0.997,0.976602,0.978474,0.844743
RabitQ,msong,420,4347,262,200,2492.08,5976,0.997,0.976602,0.978854,0.855051
RabitQ,msong,420,4451,367,10,10482.4,500,0.973,0.903102,0.59003,0.188129
RabitQ,msong,420,4455,367,20,12526.8,777,0.993,0.950002,0.74902,0.289347
RabitQ,msong,420,4458,367,30,11394.2,1060,0.996,0.968902,0.83544,0.371398
RabitQ,msong,420,4459,367,40,6869.26,1349,0.996,0.977401,0.885589,0.439752
RabitQ,msong,420,4462,367,50,5743.13,1639,0.997,0.982601,0.916188,0.497559
RabitQ,msong,420,4462,367,60,4601.55,1928,0.997,0.986101,0.936788,0.546272
RabitQ,msong,420,4462,367,70,4986.93,2218,0.997,0.987701,0.950318,0.589387
RabitQ,msong,420,4462,367,80,3808.81,2508,0.997,0.988601,0.960037,0.626627
RabitQ,msong,420,4462,367,90,3636.71,2801,0.997,0.989201,0.966577,0.659284
RabitQ,msong,420,4463,367,100,3876.42,3090,0.997,0.990201,0.971636,0.688067
RabitQ,msong,420,4463,367,110,3876.65,3379,0.997,0.990401,0.975176,0.713952
RabitQ,msong,420,4463,367,120,3512,3670,0.997,0.990801,0.978356,0.73711
RabitQ,msong,420,4463,367,130,3710.17,3959,0.997,0.991101,0.980596,0.757649
RabitQ,msong,420,4463,367,140,3844.41,4248,0.997,0.991201,0.982606,0.776017
RabitQ,msong,420,4463,367,150,2948.07,4536,0.997,0.991401,0.984166,0.792361
RabitQ,msong,420,4463,367,160,2836.98,4823,0.997,0.991601,0.985436,0.807226
RabitQ,msong,420,4463,367,170,2710.98,5112,0.997,0.991701,0.986466,0.820707
RabitQ,msong,420,4463,367,180,2414.67,5397,0.997,0.991901,0.987407,0.833363
RabitQ,msong,420,4463,367,190,2354.37,5688,0.997,0.991901,0.988097,0.84471
RabitQ,msong,420,4464,367,200,2263.79,5976,0.997,0.991901,0.988697,0.855149
RabitQ,msong,420,4509,420,10,11970.4,500,0.973,0.905502,0.59089,0.188279
RabitQ,msong,420,4514,420,20,13672.1,777,0.993,0.952401,0.74912,0.289355
RabitQ,msong,420,4517,420,30,10631.8,1060,0.996,0.972001,0.83532,0.371283
RabitQ,msong,420,4519,420,40,8694.52,1349,0.997,0.980901,0.885549,0.439791
RabitQ,msong,420,4520,420,50,5265.13,1639,0.997,0.986001,0.916428,0.497469
RabitQ,msong,420,4521,420,60,5617.1,1927,0.997,0.9891,0.936948,0.546139
RabitQ,msong,420,4521,420,70,4785.65,2217,0.997,0.9909,0.950648,0.589125
RabitQ,msong,420,4521,420,80,4338.79,2508,0.997,0.9919,0.960887,0.626605
RabitQ,msong,420,4522,420,90,3929.2,2800,0.997,0.9924,0.967307,0.659121
RabitQ,msong,420,4523,420,100,3733.91,3090,0.997,0.9932,0.972517,0.68814
RabitQ,msong,420,4523,420,110,3527.28,3379,0.997,0.9936,0.976117,0.713944
RabitQ,msong,420,4523,420,120,3395.43,3670,0.997,0.9941,0.979437,0.73714
RabitQ,msong,420,4523,420,130,3219.44,3958,0.997,0.9944,0.981837,0.757624
RabitQ,msong,420,4523,420,140,3088.86,4248,0.997,0.9945,0.983927,0.775983
RabitQ,msong,420,4523,420,150,2717.6,4536,0.997,0.9947,0.985447,0.792349
RabitQ,msong,420,4523,420,160,2679.18,4824,0.997,0.9949,0.986827,0.807212
RabitQ,msong,420,4523,420,170,2612.85,5112,0.997,0.9951,0.987967,0.820725
RabitQ,msong,420,4523,420,180,2600.2,5398,0.997,0.9951,0.988887,0.833275
RabitQ,msong,420,4524,420,190,2328.63,5688,0.997,0.9952,0.989667,0.844665
RabitQ,msong,420,4524,420,200,2208.42,5977,0.997,0.9952,0.990317,0.855158
RabitQ,msong,420,4532,472,10,11131.3,500,0.973,0.906002,0.59068,0.188196
RabitQ,msong,420,4537,472,20,12233.6,777,0.993,0.953201,0.74891,0.289276
